Id,Time,Machine,Component,Parameter,Value
1758,13-05-2022 04:50,Excavator_1,Misc,System Voltage,4.06
1759,13-05-2022 05:00,Dozer_1,Fuel,Water in Fuel,1955.67
1760,13-05-2022 05:10,Articulated_Truck_1,Drive,Brake Control,3.8
1761,13-05-2022 05:20,Articulated_Truck_1,Drive,Transmission Pressure,1464.34
1762,13-05-2022 05:30,Excavator_1,Misc,Exhaust Gas Temparature,1276.49
1763,13-05-2022 05:40,Backhoe_Loader_1,Fuel,Level,0.77
1764,13-05-2022 05:50,Backhoe_Loader_1,Drive,Brake Control,0.28
1765,13-05-2022 06:00,Articulated_Truck_1,Fuel,Level,4.02
1766,13-05-2022 06:10,Dozer_1,Misc,Hydraulic Pump Rate,140.75
1767,13-05-2022 06:20,Excavator_1,Misc,Exhaust Gas Temparature,1297.28
1768,13-05-2022 06:30,Excavator_1,Misc,Air Filter Pressure,11.67
1769,13-05-2022 06:40,Backhoe_Loader_1,Fuel,Water in Fuel,3752.12
1770,13-05-2022 06:50,Dozer_1,Drive,Brake Control,3.03
1771,13-05-2022 07:00,Backhoe_Loader_1,Fuel,Water in Fuel,5433.8
1772,13-05-2022 07:10,Excavator_1,Engine,Oil Pressure,35.7
1773,13-05-2022 07:20,Backhoe_Loader_1,Drive,Transmission Pressure,754.05
1774,13-05-2022 07:30,Dozer_1,Engine,Oil Pressure,134.52
1775,13-05-2022 07:40,Articulated_Truck_1,Drive,Transmission Pressure,1521.78
1776,13-05-2022 07:50,Articulated_Truck_1,Engine,Temparature,81.41
1777,13-05-2022 08:00,Backhoe_Loader_1,Drive,Transmission Pressure,1658.21
1778,13-05-2022 08:10,Articulated_Truck_1,Drive,Brake Control,0.13
1779,13-05-2022 08:20,Dozer_1,Drive,Brake Control,3.03
1780,13-05-2022 08:30,Excavator_1,Fuel,Temparature,232.0
1781,13-05-2022 08:40,Excavator_1,Fuel,Pressure,140.98
1782,13-05-2022 08:50,Dozer_1,Engine,Oil Pressure,147.76
1783,13-05-2022 09:00,Articulated_Truck_1,Engine,Speed,3286.52
1784,13-05-2022 09:10,Articulated_Truck_1,Drive,Transmission Pressure,1819.2
1785,13-05-2022 09:20,Dozer_1,Fuel,Water in Fuel,3873.68
1786,13-05-2022 09:30,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,354.93
1787,13-05-2022 09:40,Articulated_Truck_1,Misc,Hydraulic Pump Rate,168.36
1788,13-05-2022 09:50,Backhoe_Loader_1,Drive,Pedal Sensor,6.98
1789,13-05-2022 10:00,Dozer_1,Misc,System Voltage,51.34
1790,13-05-2022 10:10,Excavator_1,Drive,Transmission Pressure,1933.2
1791,13-05-2022 10:20,Excavator_1,Engine,Speed,3210.82
1792,13-05-2022 10:30,Dozer_1,Misc,System Voltage,59.36
1793,13-05-2022 10:40,Excavator_1,Engine,Speed,3896.71
1794,13-05-2022 10:50,Articulated_Truck_1,Engine,Oil Pressure,39.83
1795,13-05-2022 11:00,Excavator_1,Fuel,Temparature,331.59
1796,13-05-2022 11:10,Excavator_1,Engine,Oil Pressure,120.65
1797,13-05-2022 11:20,Excavator_1,Drive,Transmission Pressure,564.7
1798,13-05-2022 11:30,Articulated_Truck_1,Drive,Brake Control,1.34
1799,13-05-2022 11:40,Excavator_1,Engine,Speed,1370.19
1800,13-05-2022 11:50,Backhoe_Loader_1,Engine,Temparature,788.21
1801,13-05-2022 12:00,Excavator_1,Drive,Transmission Pressure,1066.66
1802,13-05-2022 12:10,Dozer_1,Fuel,Pressure,98.03
1803,13-05-2022 12:20,Excavator_1,Misc,System Voltage,72.03
1804,13-05-2022 12:30,Articulated_Truck_1,Engine,Speed,4804.41
1805,13-05-2022 12:40,Dozer_1,Misc,Hydraulic Pump Rate,343.42
1806,13-05-2022 12:50,Dozer_1,Engine,Speed,6130.36
1807,13-05-2022 13:00,Backhoe_Loader_1,Drive,Brake Control,0.62
1808,13-05-2022 13:10,Excavator_1,Misc,Air Filter Pressure,30.9
1809,13-05-2022 13:20,Articulated_Truck_1,Engine,Oil Pressure,65.34
1810,13-05-2022 13:30,Articulated_Truck_1,Misc,Hydraulic Pump Rate,174.96
1811,13-05-2022 13:40,Articulated_Truck_1,Drive,Brake Control,3.03
1812,13-05-2022 13:50,Backhoe_Loader_1,Drive,Pedal Sensor,23.52
1813,13-05-2022 14:00,Backhoe_Loader_1,Drive,Pedal Sensor,25.41
1814,13-05-2022 14:10,Excavator_1,Drive,Pedal Sensor,17.18
1815,13-05-2022 14:20,Articulated_Truck_1,Fuel,Temparature,193.4
1816,13-05-2022 14:30,Dozer_1,Drive,Brake Control,1.18
1817,13-05-2022 14:40,Dozer_1,Fuel,Level,1.75
1818,13-05-2022 14:50,Dozer_1,Drive,Pedal Sensor,4.11
1819,13-05-2022 15:00,Backhoe_Loader_1,Engine,Speed,4436.29
1820,13-05-2022 15:10,Dozer_1,Engine,Oil Pressure,82.81
1821,13-05-2022 15:20,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1646.85
1822,13-05-2022 15:30,Dozer_1,Drive,Pedal Sensor,13.74
1823,13-05-2022 15:40,Dozer_1,Misc,Exhaust Gas Temparature,683.18
1824,13-05-2022 15:50,Articulated_Truck_1,Misc,System Voltage,48.01
1825,13-05-2022 16:00,Backhoe_Loader_1,Fuel,Water in Fuel,6073.6
1826,13-05-2022 16:10,Dozer_1,Fuel,Temparature,694.71
1827,13-05-2022 16:20,Excavator_1,Drive,Transmission Pressure,884.23
1828,13-05-2022 16:30,Excavator_1,Engine,Speed,1016.64
1829,13-05-2022 16:40,Dozer_1,Misc,Air Filter Pressure,12.31
1830,13-05-2022 16:50,Excavator_1,Fuel,Pressure,101.26
1831,13-05-2022 17:00,Backhoe_Loader_1,Engine,Oil Pressure,142.95
1832,13-05-2022 17:10,Dozer_1,Drive,Pedal Sensor,12.36
1833,13-05-2022 17:20,Dozer_1,Drive,Transmission Pressure,1613.68
1834,13-05-2022 17:30,Articulated_Truck_1,Misc,System Voltage,68.65
1835,13-05-2022 17:40,Excavator_1,Misc,Exhaust Gas Temparature,869.55
1836,13-05-2022 17:50,Articulated_Truck_1,Drive,Pedal Sensor,20.59
1837,13-05-2022 18:00,Dozer_1,Fuel,Water in Fuel,1058.6
1838,13-05-2022 18:10,Excavator_1,Engine,Speed,5551.62
1839,13-05-2022 18:20,Articulated_Truck_1,Drive,Pedal Sensor,3.44
1840,13-05-2022 18:30,Excavator_1,Engine,Temparature,413.18
1841,13-05-2022 18:40,Articulated_Truck_1,Misc,Exhaust Gas Temparature,988.33
1842,13-05-2022 18:50,Backhoe_Loader_1,Engine,Speed,5828.1
1843,13-05-2022 19:00,Excavator_1,Drive,Brake Control,2.42
1844,13-05-2022 19:10,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,717.69
1845,13-05-2022 19:20,Articulated_Truck_1,Drive,Transmission Pressure,346.24
1846,13-05-2022 19:30,Dozer_1,Drive,Brake Control,3.12
1847,13-05-2022 19:40,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1817.06
1848,13-05-2022 19:50,Articulated_Truck_1,Drive,Transmission Pressure,1103.91
1849,13-05-2022 20:00,Backhoe_Loader_1,Fuel,Temparature,428.01
1850,13-05-2022 20:10,Articulated_Truck_1,Drive,Brake Control,2.46
1851,13-05-2022 20:20,Excavator_1,Engine,Speed,3836.37
1852,13-05-2022 20:30,Backhoe_Loader_1,Engine,Oil Pressure,35.98
1853,13-05-2022 20:40,Dozer_1,Misc,Exhaust Gas Temparature,689.09
1854,13-05-2022 20:50,Dozer_1,Misc,Air Filter Pressure,33.45
1855,13-05-2022 21:00,Dozer_1,Fuel,Level,1.69
1856,13-05-2022 21:10,Backhoe_Loader_1,Drive,Pedal Sensor,0.54
1857,13-05-2022 21:20,Backhoe_Loader_1,Misc,System Voltage,16.53
1858,13-05-2022 21:30,Excavator_1,Engine,Speed,3479.81
1859,13-05-2022 21:40,Backhoe_Loader_1,Misc,System Voltage,94.08
1860,13-05-2022 21:50,Dozer_1,Drive,Pedal Sensor,29.96
1861,13-05-2022 22:00,Dozer_1,Drive,Pedal Sensor,3.12
1862,13-05-2022 22:10,Excavator_1,Fuel,Temparature,245.85
1863,13-05-2022 22:20,Dozer_1,Misc,Air Filter Pressure,35.53
1864,13-05-2022 22:30,Excavator_1,Misc,System Voltage,23.98
1865,13-05-2022 22:40,Excavator_1,Misc,Exhaust Gas Temparature,693.55
1866,13-05-2022 22:50,Backhoe_Loader_1,Drive,Brake Control,0.21
1867,13-05-2022 23:00,Backhoe_Loader_1,Engine,Temparature,736.28
1868,13-05-2022 23:10,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,174.27
1869,13-05-2022 23:20,Dozer_1,Engine,Oil Pressure,143.63
1870,13-05-2022 23:30,Dozer_1,Engine,Oil Pressure,35.02
1871,13-05-2022 23:40,Dozer_1,Drive,Brake Control,0.65
1872,13-05-2022 23:50,Backhoe_Loader_1,Engine,Oil Pressure,84.81
1873,14-05-2022 00:00,Excavator_1,Fuel,Temparature,420.12
1874,14-05-2022 00:10,Backhoe_Loader_1,Misc,Air Filter Pressure,26.49
1875,14-05-2022 00:20,Dozer_1,Fuel,Temparature,296.31
1876,14-05-2022 00:30,Articulated_Truck_1,Engine,Oil Pressure,59.74
1877,14-05-2022 00:40,Dozer_1,Fuel,Level,0.33
1878,14-05-2022 00:50,Backhoe_Loader_1,Fuel,Water in Fuel,4680.36
1879,14-05-2022 01:00,Backhoe_Loader_1,Fuel,Water in Fuel,4082.91
1880,14-05-2022 01:10,Backhoe_Loader_1,Engine,Speed,4604.51
1881,14-05-2022 01:20,Dozer_1,Drive,Pedal Sensor,0.79
1882,14-05-2022 01:30,Dozer_1,Engine,Speed,5795.11
1883,14-05-2022 01:40,Excavator_1,Drive,Brake Control,1.05
1884,14-05-2022 01:50,Dozer_1,Drive,Brake Control,1.91
1885,14-05-2022 02:00,Dozer_1,Drive,Transmission Pressure,1715.65
1886,14-05-2022 02:10,Excavator_1,Drive,Pedal Sensor,18.23
1887,14-05-2022 02:20,Articulated_Truck_1,Drive,Transmission Pressure,1515.81
1888,14-05-2022 02:30,Backhoe_Loader_1,Drive,Brake Control,1.39
1889,14-05-2022 02:40,Articulated_Truck_1,Drive,Brake Control,1.04
1890,14-05-2022 02:50,Articulated_Truck_1,Drive,Pedal Sensor,5.71
1891,14-05-2022 03:00,Dozer_1,Engine,Speed,4440.71
1892,14-05-2022 03:10,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,326.82
1893,14-05-2022 03:20,Dozer_1,Engine,Temparature,328.7
1894,14-05-2022 03:30,Dozer_1,Drive,Pedal Sensor,6.68
1895,14-05-2022 03:40,Dozer_1,Misc,Hydraulic Pump Rate,239.6
1896,14-05-2022 03:50,Articulated_Truck_1,Drive,Transmission Pressure,1652.47
1897,14-05-2022 04:00,Backhoe_Loader_1,Engine,Temparature,78.38
1898,14-05-2022 04:10,Backhoe_Loader_1,Engine,Speed,935.91
1899,14-05-2022 04:20,Articulated_Truck_1,Misc,Exhaust Gas Temparature,585.56
1900,14-05-2022 04:30,Excavator_1,Drive,Pedal Sensor,2.59
1901,14-05-2022 04:40,Articulated_Truck_1,Engine,Temparature,682.57
1902,14-05-2022 04:50,Excavator_1,Engine,Oil Pressure,75.99
1903,14-05-2022 05:00,Excavator_1,Misc,Exhaust Gas Temparature,166.33
1904,14-05-2022 05:10,Articulated_Truck_1,Drive,Brake Control,0.46
1905,14-05-2022 05:20,Articulated_Truck_1,Drive,Transmission Pressure,867.03
1906,14-05-2022 05:30,Dozer_1,Misc,Hydraulic Pump Rate,135.91
1907,14-05-2022 05:40,Backhoe_Loader_1,Misc,Air Filter Pressure,33.94
1908,14-05-2022 05:50,Backhoe_Loader_1,Drive,Brake Control,2.98
1909,14-05-2022 06:00,Excavator_1,Fuel,Water in Fuel,5600.61
1910,14-05-2022 06:10,Excavator_1,Fuel,Level,3.88
1911,14-05-2022 06:20,Dozer_1,Misc,System Voltage,26.1
1912,14-05-2022 06:30,Articulated_Truck_1,Fuel,Water in Fuel,5512.33
1913,14-05-2022 06:40,Articulated_Truck_1,Drive,Pedal Sensor,24.91
1914,14-05-2022 06:50,Excavator_1,Drive,Transmission Pressure,1844.49
1915,14-05-2022 07:00,Excavator_1,Misc,Air Filter Pressure,9.27
1916,14-05-2022 07:10,Articulated_Truck_1,Fuel,Pressure,69.89
1917,14-05-2022 07:20,Excavator_1,Engine,Temparature,108.1
1918,14-05-2022 07:30,Articulated_Truck_1,Drive,Brake Control,1.66
1919,14-05-2022 07:40,Articulated_Truck_1,Misc,System Voltage,89.89
1920,14-05-2022 07:50,Excavator_1,Misc,Exhaust Gas Temparature,1123.7
1921,14-05-2022 08:00,Excavator_1,Misc,Air Filter Pressure,12.52
1922,14-05-2022 08:10,Articulated_Truck_1,Fuel,Level,0.38
1923,14-05-2022 08:20,Backhoe_Loader_1,Engine,Speed,6196.7
1924,14-05-2022 08:30,Excavator_1,Misc,Exhaust Gas Temparature,1006.07
1925,14-05-2022 08:40,Articulated_Truck_1,Fuel,Pressure,195.1
1926,14-05-2022 08:50,Backhoe_Loader_1,Engine,Temparature,465.82
1927,14-05-2022 09:00,Articulated_Truck_1,Engine,Oil Pressure,81.18
1928,14-05-2022 09:10,Excavator_1,Drive,Transmission Pressure,614.64
1929,14-05-2022 09:20,Articulated_Truck_1,Drive,Pedal Sensor,10.8
1930,14-05-2022 09:30,Dozer_1,Fuel,Pressure,34.0
1931,14-05-2022 09:40,Excavator_1,Fuel,Pressure,187.92
1932,14-05-2022 09:50,Articulated_Truck_1,Engine,Temparature,542.23
1933,14-05-2022 10:00,Excavator_1,Fuel,Level,1.63
1934,14-05-2022 10:10,Dozer_1,Drive,Transmission Pressure,117.9
1935,14-05-2022 10:20,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,363.26
1936,14-05-2022 10:30,Backhoe_Loader_1,Drive,Transmission Pressure,213.13
1937,14-05-2022 10:40,Dozer_1,Drive,Pedal Sensor,5.87
1938,14-05-2022 10:50,Dozer_1,Fuel,Level,4.62
1939,14-05-2022 11:00,Excavator_1,Drive,Pedal Sensor,24.17
1940,14-05-2022 11:10,Backhoe_Loader_1,Drive,Transmission Pressure,1631.81
1941,14-05-2022 11:20,Dozer_1,Fuel,Temparature,341.69
1942,14-05-2022 11:30,Dozer_1,Engine,Temparature,332.51
1943,14-05-2022 11:40,Excavator_1,Fuel,Water in Fuel,5752.59
1944,14-05-2022 11:50,Articulated_Truck_1,Misc,Exhaust Gas Temparature,750.03
1945,14-05-2022 12:00,Backhoe_Loader_1,Fuel,Pressure,87.37
1946,14-05-2022 12:10,Articulated_Truck_1,Drive,Transmission Pressure,1309.31
1947,14-05-2022 12:20,Dozer_1,Engine,Speed,5625.46
1948,14-05-2022 12:30,Articulated_Truck_1,Engine,Oil Pressure,86.26
1949,14-05-2022 12:40,Articulated_Truck_1,Misc,Hydraulic Pump Rate,261.99
1950,14-05-2022 12:50,Dozer_1,Fuel,Pressure,167.14
1951,14-05-2022 13:00,Dozer_1,Misc,Air Filter Pressure,25.17
1952,14-05-2022 13:10,Articulated_Truck_1,Misc,Hydraulic Pump Rate,150.69
1953,14-05-2022 13:20,Articulated_Truck_1,Misc,Hydraulic Pump Rate,144.41
1954,14-05-2022 13:30,Excavator_1,Drive,Transmission Pressure,1308.64
1955,14-05-2022 13:40,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1041.13
1956,14-05-2022 13:50,Dozer_1,Fuel,Temparature,552.32
1957,14-05-2022 14:00,Dozer_1,Engine,Oil Pressure,129.73
1958,14-05-2022 14:10,Dozer_1,Misc,Air Filter Pressure,4.31
1959,14-05-2022 14:20,Dozer_1,Drive,Pedal Sensor,16.64
1960,14-05-2022 14:30,Excavator_1,Drive,Transmission Pressure,1565.35
1961,14-05-2022 14:40,Excavator_1,Drive,Brake Control,0.22
1962,14-05-2022 14:50,Backhoe_Loader_1,Engine,Speed,4870.88
1963,14-05-2022 15:00,Dozer_1,Engine,Temparature,605.06
1964,14-05-2022 15:10,Dozer_1,Misc,Air Filter Pressure,16.33
1965,14-05-2022 15:20,Excavator_1,Misc,System Voltage,70.91
1966,14-05-2022 15:30,Backhoe_Loader_1,Engine,Temparature,490.64
1967,14-05-2022 15:40,Dozer_1,Fuel,Pressure,94.25
1968,14-05-2022 15:50,Dozer_1,Engine,Speed,5860.84
1969,14-05-2022 16:00,Dozer_1,Fuel,Pressure,121.81
1970,14-05-2022 16:10,Articulated_Truck_1,Drive,Pedal Sensor,19.82
1971,14-05-2022 16:20,Backhoe_Loader_1,Drive,Pedal Sensor,28.75
1972,14-05-2022 16:30,Dozer_1,Misc,Hydraulic Pump Rate,204.36
1973,14-05-2022 16:40,Excavator_1,Drive,Brake Control,3.8
1974,14-05-2022 16:50,Articulated_Truck_1,Drive,Transmission Pressure,894.76
1975,14-05-2022 17:00,Dozer_1,Misc,Hydraulic Pump Rate,62.21
1976,14-05-2022 17:10,Dozer_1,Drive,Brake Control,1.3
1977,14-05-2022 17:20,Excavator_1,Engine,Oil Pressure,68.59
1978,14-05-2022 17:30,Dozer_1,Fuel,Pressure,174.95
1979,14-05-2022 17:40,Backhoe_Loader_1,Drive,Pedal Sensor,29.47
1980,14-05-2022 17:50,Backhoe_Loader_1,Fuel,Level,2.19
1981,14-05-2022 18:00,Dozer_1,Fuel,Level,1.26
1982,14-05-2022 18:10,Excavator_1,Drive,Pedal Sensor,20.48
1983,14-05-2022 18:20,Excavator_1,Drive,Brake Control,1.24
1984,14-05-2022 18:30,Backhoe_Loader_1,Engine,Temparature,730.2
1985,14-05-2022 18:40,Dozer_1,Misc,Hydraulic Pump Rate,153.73
1986,14-05-2022 18:50,Articulated_Truck_1,Drive,Pedal Sensor,14.28
1987,14-05-2022 19:00,Dozer_1,Engine,Temparature,339.36
1988,14-05-2022 19:10,Dozer_1,Fuel,Temparature,70.55
1989,14-05-2022 19:20,Articulated_Truck_1,Engine,Oil Pressure,88.41
1990,14-05-2022 19:30,Excavator_1,Drive,Transmission Pressure,1485.17
1991,14-05-2022 19:40,Backhoe_Loader_1,Fuel,Pressure,166.44
1992,14-05-2022 19:50,Excavator_1,Fuel,Temparature,441.88
1993,14-05-2022 20:00,Dozer_1,Drive,Brake Control,0.19
1994,14-05-2022 20:10,Excavator_1,Engine,Temparature,307.01
1995,14-05-2022 20:20,Dozer_1,Fuel,Temparature,797.37
1996,14-05-2022 20:30,Excavator_1,Engine,Speed,4056.44
1997,14-05-2022 20:40,Articulated_Truck_1,Misc,Hydraulic Pump Rate,363.3
1998,14-05-2022 20:50,Backhoe_Loader_1,Misc,System Voltage,7.32
1999,14-05-2022 21:00,Dozer_1,Misc,System Voltage,85.3
2000,14-05-2022 21:10,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1705.95
2001,14-05-2022 21:20,Dozer_1,Misc,Hydraulic Pump Rate,139.95
2002,14-05-2022 21:30,Dozer_1,Drive,Transmission Pressure,1846.22
2003,14-05-2022 21:40,Excavator_1,Misc,System Voltage,68.93
2004,14-05-2022 21:50,Backhoe_Loader_1,Engine,Speed,162.13
2005,14-05-2022 22:00,Articulated_Truck_1,Engine,Oil Pressure,55.12
2006,14-05-2022 22:10,Articulated_Truck_1,Fuel,Pressure,193.03
2007,14-05-2022 22:20,Articulated_Truck_1,Engine,Oil Pressure,28.98
2008,14-05-2022 22:30,Excavator_1,Fuel,Water in Fuel,5910.31
2009,14-05-2022 22:40,Backhoe_Loader_1,Engine,Speed,3528.09
2010,14-05-2022 22:50,Articulated_Truck_1,Engine,Oil Pressure,116.56
2011,14-05-2022 23:00,Articulated_Truck_1,Engine,Speed,2289.36
2012,14-05-2022 23:10,Articulated_Truck_1,Misc,Hydraulic Pump Rate,369.87
2013,14-05-2022 23:20,Dozer_1,Engine,Oil Pressure,110.09
2014,14-05-2022 23:30,Excavator_1,Drive,Pedal Sensor,23.23
2015,14-05-2022 23:40,Backhoe_Loader_1,Engine,Speed,3102.62
2016,14-05-2022 23:50,Backhoe_Loader_1,Drive,Transmission Pressure,320.87
2017,15-05-2022 00:00,Dozer_1,Fuel,Water in Fuel,4716.14
2018,15-05-2022 00:10,Articulated_Truck_1,Fuel,Water in Fuel,5763.31
2019,15-05-2022 00:20,Dozer_1,Engine,Temparature,199.46
2020,15-05-2022 00:30,Articulated_Truck_1,Drive,Transmission Pressure,513.84
2021,15-05-2022 00:40,Excavator_1,Misc,Exhaust Gas Temparature,1230.07
2022,15-05-2022 00:50,Dozer_1,Fuel,Level,3.63
2023,15-05-2022 01:00,Excavator_1,Misc,Exhaust Gas Temparature,430.78
2024,15-05-2022 01:10,Articulated_Truck_1,Misc,Air Filter Pressure,7.33
2025,15-05-2022 01:20,Dozer_1,Engine,Speed,2486.58
2026,15-05-2022 01:30,Excavator_1,Fuel,Water in Fuel,6365.53
2027,15-05-2022 01:40,Excavator_1,Fuel,Pressure,29.98
2028,15-05-2022 01:50,Dozer_1,Drive,Pedal Sensor,15.48
2029,15-05-2022 02:00,Backhoe_Loader_1,Engine,Speed,4275.75
2030,15-05-2022 02:10,Excavator_1,Engine,Temparature,343.89
2031,15-05-2022 02:20,Articulated_Truck_1,Misc,Air Filter Pressure,16.73
2032,15-05-2022 02:30,Backhoe_Loader_1,Drive,Pedal Sensor,23.49
2033,15-05-2022 02:40,Articulated_Truck_1,Fuel,Water in Fuel,5638.84
2034,15-05-2022 02:50,Backhoe_Loader_1,Engine,Temparature,740.53
2035,15-05-2022 03:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1075.78
2036,15-05-2022 03:10,Dozer_1,Fuel,Level,4.45
2037,15-05-2022 03:20,Articulated_Truck_1,Drive,Pedal Sensor,2.28
2038,15-05-2022 03:30,Excavator_1,Engine,Speed,1606.63
2039,15-05-2022 03:40,Backhoe_Loader_1,Engine,Speed,1779.23
2040,15-05-2022 03:50,Dozer_1,Drive,Transmission Pressure,767.75
2041,15-05-2022 04:00,Articulated_Truck_1,Drive,Transmission Pressure,1480.36
2042,15-05-2022 04:10,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,167.1
2043,15-05-2022 04:20,Articulated_Truck_1,Engine,Oil Pressure,130.62
2044,15-05-2022 04:30,Backhoe_Loader_1,Fuel,Level,1.96
2045,15-05-2022 04:40,Articulated_Truck_1,Fuel,Level,1.1
2046,15-05-2022 04:50,Excavator_1,Misc,Hydraulic Pump Rate,230.6
2047,15-05-2022 05:00,Backhoe_Loader_1,Engine,Oil Pressure,127.47
2048,15-05-2022 05:10,Excavator_1,Fuel,Pressure,119.46
2049,15-05-2022 05:20,Articulated_Truck_1,Drive,Pedal Sensor,17.44
2050,15-05-2022 05:30,Articulated_Truck_1,Misc,Exhaust Gas Temparature,601.68
2051,15-05-2022 05:40,Articulated_Truck_1,Fuel,Temparature,571.19
2052,15-05-2022 05:50,Backhoe_Loader_1,Fuel,Water in Fuel,5805.59
2053,15-05-2022 06:00,Backhoe_Loader_1,Misc,System Voltage,84.71
2054,15-05-2022 06:10,Dozer_1,Fuel,Water in Fuel,6615.12
2055,15-05-2022 06:20,Backhoe_Loader_1,Drive,Pedal Sensor,21.44
2056,15-05-2022 06:30,Excavator_1,Drive,Pedal Sensor,22.89
2057,15-05-2022 06:40,Backhoe_Loader_1,Fuel,Water in Fuel,3207.1
2058,15-05-2022 06:50,Excavator_1,Drive,Transmission Pressure,602.1
2059,15-05-2022 07:00,Articulated_Truck_1,Drive,Pedal Sensor,3.5
2060,15-05-2022 07:10,Dozer_1,Engine,Temparature,459.06
2061,15-05-2022 07:20,Backhoe_Loader_1,Misc,System Voltage,38.7
2062,15-05-2022 07:30,Dozer_1,Engine,Temparature,129.09
2063,15-05-2022 07:40,Dozer_1,Misc,Exhaust Gas Temparature,1170.94
2064,15-05-2022 07:50,Excavator_1,Fuel,Temparature,613.82
2065,15-05-2022 08:00,Excavator_1,Engine,Oil Pressure,142.35
2066,15-05-2022 08:10,Articulated_Truck_1,Engine,Oil Pressure,38.63
2067,15-05-2022 08:20,Backhoe_Loader_1,Engine,Oil Pressure,118.98
2068,15-05-2022 08:30,Excavator_1,Misc,System Voltage,25.31
2069,15-05-2022 08:40,Dozer_1,Fuel,Temparature,605.61
2070,15-05-2022 08:50,Dozer_1,Fuel,Water in Fuel,5332.47
2071,15-05-2022 09:00,Excavator_1,Drive,Transmission Pressure,1261.91
2072,15-05-2022 09:10,Articulated_Truck_1,Fuel,Pressure,44.84
2073,15-05-2022 09:20,Articulated_Truck_1,Drive,Brake Control,2.58
2074,15-05-2022 09:30,Dozer_1,Drive,Brake Control,1.31
2075,15-05-2022 09:40,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1688.41
2076,15-05-2022 09:50,Excavator_1,Fuel,Water in Fuel,2583.63
2077,15-05-2022 10:00,Excavator_1,Engine,Temparature,325.48
2078,15-05-2022 10:10,Excavator_1,Misc,Hydraulic Pump Rate,351.02
2079,15-05-2022 10:20,Dozer_1,Fuel,Water in Fuel,5057.77
2080,15-05-2022 10:30,Excavator_1,Engine,Speed,2142.74
2081,15-05-2022 10:40,Articulated_Truck_1,Engine,Oil Pressure,83.65
2082,15-05-2022 10:50,Excavator_1,Misc,Air Filter Pressure,18.81
2083,15-05-2022 11:00,Dozer_1,Drive,Pedal Sensor,29.46
2084,15-05-2022 11:10,Excavator_1,Engine,Temparature,95.75
2085,15-05-2022 11:20,Articulated_Truck_1,Engine,Temparature,778.39
2086,15-05-2022 11:30,Excavator_1,Engine,Oil Pressure,40.86
2087,15-05-2022 11:40,Backhoe_Loader_1,Fuel,Temparature,208.56
2088,15-05-2022 11:50,Articulated_Truck_1,Drive,Brake Control,0.81
2089,15-05-2022 12:00,Backhoe_Loader_1,Engine,Temparature,570.9
2090,15-05-2022 12:10,Articulated_Truck_1,Fuel,Pressure,19.76
2091,15-05-2022 12:20,Dozer_1,Drive,Transmission Pressure,980.95
2092,15-05-2022 12:30,Excavator_1,Misc,Hydraulic Pump Rate,169.59
2093,15-05-2022 12:40,Backhoe_Loader_1,Drive,Pedal Sensor,16.1
2094,15-05-2022 12:50,Articulated_Truck_1,Drive,Transmission Pressure,1960.14
2095,15-05-2022 13:00,Articulated_Truck_1,Engine,Speed,881.93
2096,15-05-2022 13:10,Backhoe_Loader_1,Drive,Transmission Pressure,1994.09
2097,15-05-2022 13:20,Dozer_1,Engine,Oil Pressure,136.87
2098,15-05-2022 13:30,Dozer_1,Drive,Brake Control,0.72
2099,15-05-2022 13:40,Dozer_1,Fuel,Pressure,26.33
2100,15-05-2022 13:50,Articulated_Truck_1,Engine,Speed,206.23
2101,15-05-2022 14:00,Dozer_1,Misc,Air Filter Pressure,22.08
2102,15-05-2022 14:10,Articulated_Truck_1,Misc,Air Filter Pressure,31.54
2103,15-05-2022 14:20,Articulated_Truck_1,Drive,Brake Control,2.91
2104,15-05-2022 14:30,Backhoe_Loader_1,Engine,Speed,635.96
2105,15-05-2022 14:40,Excavator_1,Drive,Brake Control,0.9
2106,15-05-2022 14:50,Excavator_1,Drive,Pedal Sensor,16.66
2107,15-05-2022 15:00,Backhoe_Loader_1,Drive,Pedal Sensor,25.46
2108,15-05-2022 15:10,Backhoe_Loader_1,Engine,Oil Pressure,97.95
2109,15-05-2022 15:20,Excavator_1,Drive,Brake Control,1.74
2110,15-05-2022 15:30,Articulated_Truck_1,Engine,Oil Pressure,45.47
2111,15-05-2022 15:40,Articulated_Truck_1,Fuel,Level,3.53
2112,15-05-2022 15:50,Backhoe_Loader_1,Engine,Temparature,78.82
2113,15-05-2022 16:00,Excavator_1,Engine,Speed,915.82
2114,15-05-2022 16:10,Backhoe_Loader_1,Fuel,Water in Fuel,2575.01
