Id,Time,Machine,Component,Parameter,Value
363,03-05-2022 12:20,Excavator_1,Drive,Transmission Pressure,1513.31
364,03-05-2022 12:30,Backhoe_Loader_1,Drive,Brake Control,2.12
365,03-05-2022 12:40,Articulated_Truck_1,Engine,Temperature,609.43
366,03-05-2022 12:50,Articulated_Truck_1,Misc,Air Filter Pressure,26.23
367,03-05-2022 13:00,Articulated_Truck_1,Misc,Hydraulic Pump Rate,215.41
368,03-05-2022 13:10,Backhoe_Loader_1,Drive,Transmission Pressure,1434.72
369,03-05-2022 13:20,Backhoe_Loader_1,Engine,Oil Pressure,112.61
370,03-05-2022 13:30,Dozer_1,Misc,Air Filter Pressure,35.08
371,03-05-2022 13:40,Articulated_Truck_1,Fuel,Water in Fuel,5884.81
372,03-05-2022 13:50,Excavator_1,Drive,Brake Control,3.1
373,03-05-2022 14:00,Dozer_1,Engine,Temperature,793.19
374,03-05-2022 14:10,Excavator_1,Engine,Oil Pressure,107.22
375,03-05-2022 14:20,Articulated_Truck_1,Drive,Pedal Sensor,1.9
376,03-05-2022 14:30,Articulated_Truck_1,Fuel,Fuel Level,0.37
377,03-05-2022 14:40,Excavator_1,Fuel,Water in Fuel,5222.09
378,03-05-2022 14:50,Articulated_Truck_1,Drive,Transmission Pressure,474.17
379,03-05-2022 15:00,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,241.94
380,03-05-2022 15:10,Dozer_1,Misc,System Voltage,42.74
381,03-05-2022 15:20,Excavator_1,Drive,Pedal Sensor,16.96
382,03-05-2022 15:30,Excavator_1,Engine,Speed,105.64
383,03-05-2022 15:40,Backhoe_Loader_1,Drive,Transmission Pressure,1014.53
384,03-05-2022 15:50,Excavator_1,Engine,Temperature,67.41
385,03-05-2022 16:00,Backhoe_Loader_1,Fuel,Fuel Level,2.88
386,03-05-2022 16:10,Excavator_1,Drive,Brake Control,3.68
387,03-05-2022 16:20,Articulated_Truck_1,Fuel,Temperature,183.27
388,03-05-2022 16:30,Excavator_1,Drive,Brake Control,0.3
389,03-05-2022 16:40,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,135.33
390,03-05-2022 16:50,Dozer_1,Fuel,Fuel Pressure,149.94
391,03-05-2022 17:00,Excavator_1,Drive,Transmission Pressure,191.87
392,03-05-2022 17:10,Excavator_1,Engine,Temperature,405.63
393,03-05-2022 17:20,Dozer_1,Drive,Pedal Sensor,28.9
394,03-05-2022 17:30,Excavator_1,Fuel,Fuel Level,0.88
395,03-05-2022 17:40,Dozer_1,Fuel,Temperature,332.05
396,03-05-2022 17:50,Articulated_Truck_1,Drive,Transmission Pressure,1632.82
397,03-05-2022 18:00,Dozer_1,Misc,Exhaust Gas Temperature,576.18
398,03-05-2022 18:10,Backhoe_Loader_1,Engine,Speed,6428.16
399,03-05-2022 18:20,Articulated_Truck_1,Fuel,Water in Fuel,295.21
400,03-05-2022 18:30,Backhoe_Loader_1,Fuel,Fuel Level,2.9
401,03-05-2022 18:40,Articulated_Truck_1,Fuel,Water in Fuel,6684.42
402,03-05-2022 18:50,Articulated_Truck_1,Misc,Hydraulic Pump Rate,401.62
403,03-05-2022 19:00,Backhoe_Loader_1,Fuel,Fuel Pressure,17.2
404,03-05-2022 19:10,Dozer_1,Drive,Transmission Pressure,1831.13
405,03-05-2022 19:20,Articulated_Truck_1,Misc,System Voltage,71.45
406,03-05-2022 19:30,Dozer_1,Drive,Brake Control,1.13
407,03-05-2022 19:40,Articulated_Truck_1,Misc,Hydraulic Pump Rate,364.92
408,03-05-2022 19:50,Articulated_Truck_1,Misc,Air Filter Pressure,19.12
409,03-05-2022 20:00,Articulated_Truck_1,Misc,Air Filter Pressure,38.59
410,03-05-2022 20:10,Articulated_Truck_1,Drive,Brake Control,3.71
411,03-05-2022 20:20,Backhoe_Loader_1,Fuel,Fuel Pressure,122.75
412,03-05-2022 20:30,Dozer_1,Drive,Brake Control,0.05
413,03-05-2022 20:40,Excavator_1,Fuel,Fuel Level,4.9
414,03-05-2022 20:50,Dozer_1,Fuel,Temperature,779.88
415,03-05-2022 21:00,Articulated_Truck_1,Engine,Temperature,240.34
416,03-05-2022 21:10,Articulated_Truck_1,Misc,Air Filter Pressure,19.24
417,03-05-2022 21:20,Articulated_Truck_1,Engine,Oil Pressure,146.91
418,03-05-2022 21:30,Dozer_1,Fuel,Fuel Pressure,166.56
419,03-05-2022 21:40,Backhoe_Loader_1,Fuel,Temperature,589.76
420,03-05-2022 21:50,Backhoe_Loader_1,Drive,Transmission Pressure,881.49
421,03-05-2022 22:00,Dozer_1,Drive,Brake Control,2.25
422,03-05-2022 22:10,Backhoe_Loader_1,Fuel,Temperature,768.57
423,03-05-2022 22:20,Articulated_Truck_1,Misc,Air Filter Pressure,3.22
424,03-05-2022 22:30,Excavator_1,Misc,Air Filter Pressure,25.75
425,03-05-2022 22:40,Backhoe_Loader_1,Fuel,Fuel Level,1.96
426,03-05-2022 22:50,Excavator_1,Engine,Speed,2859.78
427,03-05-2022 23:00,Excavator_1,Fuel,Fuel Level,0.2
428,03-05-2022 23:10,Dozer_1,Misc,Air Filter Pressure,38.22
429,03-05-2022 23:20,Dozer_1,Engine,Speed,873.97
430,03-05-2022 23:30,Backhoe_Loader_1,Engine,Speed,1475.54
431,03-05-2022 23:40,Excavator_1,Fuel,Water in Fuel,1059.71
432,03-05-2022 23:50,Excavator_1,Fuel,Temperature,308.83
433,04-05-2022 00:00,Articulated_Truck_1,Engine,Oil Pressure,88.49
434,04-05-2022 00:10,Dozer_1,Drive,Brake Control,0.47
435,04-05-2022 00:20,Dozer_1,Drive,Transmission Pressure,1170.38
436,04-05-2022 00:30,Backhoe_Loader_1,Engine,Temperature,518.18
437,04-05-2022 00:40,Dozer_1,Misc,Hydraulic Pump Rate,378.61
438,04-05-2022 00:50,Articulated_Truck_1,Engine,Temperature,467.32
439,04-05-2022 01:00,Backhoe_Loader_1,Engine,Speed,3968.51
440,04-05-2022 01:10,Articulated_Truck_1,Drive,Transmission Pressure,1873.91
441,04-05-2022 01:20,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,804.92
442,04-05-2022 01:30,Dozer_1,Drive,Brake Control,0.74
443,04-05-2022 01:40,Backhoe_Loader_1,Misc,System Voltage,92.21
444,04-05-2022 01:50,Excavator_1,Misc,Air Filter Pressure,26.46
445,04-05-2022 02:00,Backhoe_Loader_1,Fuel,Fuel Level,3.16
446,04-05-2022 02:10,Excavator_1,Drive,Transmission Pressure,1589.81
447,04-05-2022 02:20,Excavator_1,Fuel,Temperature,62.8
448,04-05-2022 02:30,Dozer_1,Fuel,Fuel Pressure,102.03
449,04-05-2022 02:40,Articulated_Truck_1,Misc,Air Filter Pressure,30.17
450,04-05-2022 02:50,Articulated_Truck_1,Fuel,Fuel Pressure,132.5
451,04-05-2022 03:00,Backhoe_Loader_1,Engine,Temperature,157.14
452,04-05-2022 03:10,Excavator_1,Engine,Speed,3098.86
453,04-05-2022 03:20,Articulated_Truck_1,Drive,Transmission Pressure,288.03
454,04-05-2022 03:30,Dozer_1,Fuel,Temperature,92.59
455,04-05-2022 03:40,Excavator_1,Fuel,Water in Fuel,5163.01
456,04-05-2022 03:50,Backhoe_Loader_1,Drive,Brake Control,3.0
457,04-05-2022 04:00,Backhoe_Loader_1,Fuel,Temperature,238.69
458,04-05-2022 04:10,Articulated_Truck_1,Misc,Hydraulic Pump Rate,329.42
459,04-05-2022 04:20,Backhoe_Loader_1,Drive,Transmission Pressure,638.03
460,04-05-2022 04:30,Backhoe_Loader_1,Engine,Speed,2425.03
461,04-05-2022 04:40,Backhoe_Loader_1,Drive,Transmission Pressure,900.36
462,04-05-2022 04:50,Backhoe_Loader_1,Misc,System Voltage,7.78
463,04-05-2022 05:00,Excavator_1,Misc,System Voltage,46.65
464,04-05-2022 05:10,Excavator_1,Misc,Exhaust Gas Temperature,1233.13
465,04-05-2022 05:20,Articulated_Truck_1,Fuel,Fuel Pressure,197.36
466,04-05-2022 05:30,Articulated_Truck_1,Fuel,Temperature,369.94
467,04-05-2022 05:40,Articulated_Truck_1,Engine,Oil Pressure,100.88
468,04-05-2022 05:50,Dozer_1,Misc,Air Filter Pressure,29.55
469,04-05-2022 06:00,Articulated_Truck_1,Drive,Pedal Sensor,8.56
470,04-05-2022 06:10,Articulated_Truck_1,Engine,Temperature,743.55
471,04-05-2022 06:20,Articulated_Truck_1,Engine,Speed,1601.0
472,04-05-2022 06:30,Backhoe_Loader_1,Misc,System Voltage,27.33
473,04-05-2022 06:40,Backhoe_Loader_1,Engine,Speed,5427.27
474,04-05-2022 06:50,Dozer_1,Misc,Hydraulic Pump Rate,266.33
475,04-05-2022 07:00,Excavator_1,Drive,Pedal Sensor,22.53
476,04-05-2022 07:10,Dozer_1,Engine,Speed,5355.31
477,04-05-2022 07:20,Articulated_Truck_1,Fuel,Water in Fuel,6404.38
478,04-05-2022 07:30,Articulated_Truck_1,Engine,Temperature,371.96
479,04-05-2022 07:40,Articulated_Truck_1,Misc,Hydraulic Pump Rate,416.21
480,04-05-2022 07:50,Articulated_Truck_1,Misc,System Voltage,84.16
481,04-05-2022 08:00,Backhoe_Loader_1,Fuel,Fuel Level,3.04
482,04-05-2022 08:10,Dozer_1,Drive,Pedal Sensor,24.12
483,04-05-2022 08:20,Dozer_1,Drive,Pedal Sensor,12.92
484,04-05-2022 08:30,Articulated_Truck_1,Drive,Transmission Pressure,306.11
485,04-05-2022 08:40,Dozer_1,Engine,Oil Pressure,123.94
486,04-05-2022 08:50,Articulated_Truck_1,Drive,Transmission Pressure,311.85
487,04-05-2022 09:00,Articulated_Truck_1,Misc,System Voltage,58.57
488,04-05-2022 09:10,Articulated_Truck_1,Fuel,Fuel Pressure,30.29
489,04-05-2022 09:20,Dozer_1,Fuel,Water in Fuel,4436.67
490,04-05-2022 09:30,Articulated_Truck_1,Drive,Brake Control,0.08
491,04-05-2022 09:40,Backhoe_Loader_1,Misc,System Voltage,65.62
492,04-05-2022 09:50,Backhoe_Loader_1,Engine,Oil Pressure,50.15
493,04-05-2022 10:00,Dozer_1,Misc,Hydraulic Pump Rate,355.39
494,04-05-2022 10:10,Backhoe_Loader_1,Drive,Pedal Sensor,25.51
495,04-05-2022 10:20,Backhoe_Loader_1,Fuel,Fuel Pressure,176.79
496,04-05-2022 10:30,Backhoe_Loader_1,Engine,Speed,2791.71
497,04-05-2022 10:40,Backhoe_Loader_1,Drive,Pedal Sensor,12.21
498,04-05-2022 10:50,Articulated_Truck_1,Misc,System Voltage,85.0
499,04-05-2022 11:00,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,1518.44
500,04-05-2022 11:10,Articulated_Truck_1,Misc,Air Filter Pressure,13.89
501,04-05-2022 11:20,Backhoe_Loader_1,Engine,Speed,541.53
502,04-05-2022 11:30,Backhoe_Loader_1,Engine,Oil Pressure,5.49
503,04-05-2022 11:40,Backhoe_Loader_1,Fuel,Fuel Pressure,30.35
504,04-05-2022 11:50,Articulated_Truck_1,Fuel,Temperature,652.66
505,04-05-2022 12:00,Excavator_1,Fuel,Temperature,341.5
506,04-05-2022 12:10,Dozer_1,Engine,Speed,6159.83
507,04-05-2022 12:20,Articulated_Truck_1,Misc,Hydraulic Pump Rate,419.84
508,04-05-2022 12:30,Dozer_1,Drive,Brake Control,1.74
509,04-05-2022 12:40,Backhoe_Loader_1,Engine,Oil Pressure,131.14
510,04-05-2022 12:50,Backhoe_Loader_1,Fuel,Water in Fuel,830.44
511,04-05-2022 13:00,Backhoe_Loader_1,Engine,Speed,510.07
512,04-05-2022 13:10,Excavator_1,Fuel,Fuel Pressure,68.15
513,04-05-2022 13:20,Excavator_1,Fuel,Fuel Pressure,40.0
514,04-05-2022 13:30,Dozer_1,Drive,Transmission Pressure,1415.69
515,04-05-2022 13:40,Dozer_1,Misc,Exhaust Gas Temperature,990.19
516,04-05-2022 13:50,Excavator_1,Drive,Brake Control,3.04
517,04-05-2022 14:00,Dozer_1,Engine,Temperature,562.36
518,04-05-2022 14:10,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,75.5
519,04-05-2022 14:20,Articulated_Truck_1,Engine,Temperature,171.22
520,04-05-2022 14:30,Backhoe_Loader_1,Drive,Pedal Sensor,7.76
521,04-05-2022 14:40,Articulated_Truck_1,Misc,Air Filter Pressure,7.95
522,04-05-2022 14:50,Articulated_Truck_1,Fuel,Fuel Pressure,82.58
523,04-05-2022 15:00,Dozer_1,Drive,Pedal Sensor,19.68
524,04-05-2022 15:10,Backhoe_Loader_1,Misc,Air Filter Pressure,7.69
525,04-05-2022 15:20,Articulated_Truck_1,Fuel,Water in Fuel,3556.64
526,04-05-2022 15:30,Backhoe_Loader_1,Drive,Transmission Pressure,1581.15
527,04-05-2022 15:40,Excavator_1,Engine,Temperature,601.0
528,04-05-2022 15:50,Excavator_1,Drive,Transmission Pressure,1427.29
529,04-05-2022 16:00,Articulated_Truck_1,Engine,Oil Pressure,120.0
530,04-05-2022 16:10,Dozer_1,Misc,System Voltage,33.45
531,04-05-2022 16:20,Dozer_1,Misc,Hydraulic Pump Rate,240.61
532,04-05-2022 16:30,Backhoe_Loader_1,Engine,Oil Pressure,26.4
533,04-05-2022 16:40,Articulated_Truck_1,Fuel,Water in Fuel,1002.97
534,04-05-2022 16:50,Articulated_Truck_1,Misc,System Voltage,41.11
535,04-05-2022 17:00,Excavator_1,Engine,Speed,2914.57
536,04-05-2022 17:10,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,1464.91
537,04-05-2022 17:20,Dozer_1,Drive,Pedal Sensor,27.43
538,04-05-2022 17:30,Articulated_Truck_1,Engine,Oil Pressure,42.42
539,04-05-2022 17:40,Articulated_Truck_1,Fuel,Temperature,152.57
540,04-05-2022 17:50,Backhoe_Loader_1,Misc,Air Filter Pressure,36.07
541,04-05-2022 18:00,Excavator_1,Drive,Brake Control,0.19
542,04-05-2022 18:10,Backhoe_Loader_1,Engine,Temperature,717.42
543,04-05-2022 18:20,Excavator_1,Fuel,Temperature,252.77
544,04-05-2022 18:30,Backhoe_Loader_1,Misc,Air Filter Pressure,14.21
545,04-05-2022 18:40,Backhoe_Loader_1,Engine,Temperature,688.98
546,04-05-2022 18:50,Articulated_Truck_1,Fuel,Fuel Pressure,57.27
547,04-05-2022 19:00,Dozer_1,Misc,Hydraulic Pump Rate,137.95
548,04-05-2022 19:10,Articulated_Truck_1,Drive,Brake Control,3.6
549,04-05-2022 19:20,Articulated_Truck_1,Fuel,Temperature,317.08
550,04-05-2022 19:30,Excavator_1,Fuel,Fuel Level,1.96
551,04-05-2022 19:40,Backhoe_Loader_1,Misc,System Voltage,46.05
552,04-05-2022 19:50,Backhoe_Loader_1,Engine,Temperature,253.2
553,04-05-2022 20:00,Excavator_1,Misc,Hydraulic Pump Rate,149.86
554,04-05-2022 20:10,Dozer_1,Misc,Exhaust Gas Temperature,1525.25
555,04-05-2022 20:20,Articulated_Truck_1,Drive,Transmission Pressure,1094.41
556,04-05-2022 20:30,Excavator_1,Misc,Air Filter Pressure,10.34
557,04-05-2022 20:40,Articulated_Truck_1,Misc,System Voltage,79.51
558,04-05-2022 20:50,Excavator_1,Engine,Temperature,687.07
559,04-05-2022 21:00,Excavator_1,Fuel,Fuel Pressure,147.48
560,04-05-2022 21:10,Articulated_Truck_1,Drive,Brake Control,0.63
561,04-05-2022 21:20,Backhoe_Loader_1,Engine,Oil Pressure,23.5
562,04-05-2022 21:30,Articulated_Truck_1,Fuel,Temperature,517.23
563,04-05-2022 21:40,Articulated_Truck_1,Fuel,Temperature,416.61
564,04-05-2022 21:50,Excavator_1,Misc,Air Filter Pressure,0.86
565,04-05-2022 22:00,Dozer_1,Fuel,Temperature,94.31
566,04-05-2022 22:10,Excavator_1,Drive,Brake Control,2.13
567,04-05-2022 22:20,Dozer_1,Drive,Transmission Pressure,697.08
568,04-05-2022 22:30,Backhoe_Loader_1,Engine,Oil Pressure,136.05
569,04-05-2022 22:40,Excavator_1,Engine,Oil Pressure,48.83
570,04-05-2022 22:50,Articulated_Truck_1,Engine,Oil Pressure,51.45
571,04-05-2022 23:00,Excavator_1,Engine,Temperature,711.58
572,04-05-2022 23:10,Articulated_Truck_1,Engine,Speed,5629.06
573,04-05-2022 23:20,Excavator_1,Fuel,Fuel Pressure,191.17
574,04-05-2022 23:30,Excavator_1,Misc,Exhaust Gas Temperature,1993.87
575,04-05-2022 23:40,Articulated_Truck_1,Drive,Transmission Pressure,1416.18
576,04-05-2022 23:50,Articulated_Truck_1,Drive,Brake Control,1.92
577,05-05-2022 00:00,Articulated_Truck_1,Fuel,Fuel Pressure,104.28
578,05-05-2022 00:10,Backhoe_Loader_1,Misc,Air Filter Pressure,27.81
579,05-05-2022 00:20,Backhoe_Loader_1,Misc,Air Filter Pressure,33.25
580,05-05-2022 00:30,Articulated_Truck_1,Engine,Temperature,418.72
581,05-05-2022 00:40,Excavator_1,Fuel,Water in Fuel,6466.31
582,05-05-2022 00:50,Dozer_1,Fuel,Fuel Pressure,71.75
583,05-05-2022 01:00,Backhoe_Loader_1,Fuel,Fuel Level,4.43
584,05-05-2022 01:10,Dozer_1,Fuel,Water in Fuel,6542.94
585,05-05-2022 01:20,Articulated_Truck_1,Drive,Pedal Sensor,0.61
586,05-05-2022 01:30,Backhoe_Loader_1,Fuel,Fuel Pressure,70.99
587,05-05-2022 01:40,Articulated_Truck_1,Misc,System Voltage,8.83
588,05-05-2022 01:50,Articulated_Truck_1,Engine,Speed,3303.19
589,05-05-2022 02:00,Articulated_Truck_1,Engine,Temperature,739.6
590,05-05-2022 02:10,Excavator_1,Misc,Air Filter Pressure,26.53
591,05-05-2022 02:20,Excavator_1,Misc,Exhaust Gas Temperature,1917.15
592,05-05-2022 02:30,Backhoe_Loader_1,Misc,Air Filter Pressure,17.09
593,05-05-2022 02:40,Excavator_1,Engine,Speed,4405.91
594,05-05-2022 02:50,Backhoe_Loader_1,Engine,Speed,1488.93
595,05-05-2022 03:00,Backhoe_Loader_1,Misc,System Voltage,57.07
596,05-05-2022 03:10,Dozer_1,Engine,Speed,2037.65
597,05-05-2022 03:20,Excavator_1,Misc,System Voltage,16.68
598,05-05-2022 03:30,Dozer_1,Fuel,Temperature,136.71
599,05-05-2022 03:40,Excavator_1,Misc,Air Filter Pressure,20.16
600,05-05-2022 03:50,Excavator_1,Fuel,Fuel Level,0.71
601,05-05-2022 04:00,Articulated_Truck_1,Engine,Speed,725.81
602,05-05-2022 04:10,Backhoe_Loader_1,Misc,Air Filter Pressure,6.99
603,05-05-2022 04:20,Articulated_Truck_1,Drive,Pedal Sensor,25.5
604,05-05-2022 04:30,Backhoe_Loader_1,Drive,Transmission Pressure,1731.36
605,05-05-2022 04:40,Backhoe_Loader_1,Drive,Brake Control,3.39
606,05-05-2022 04:50,Dozer_1,Fuel,Water in Fuel,4530.47
607,05-05-2022 05:00,Backhoe_Loader_1,Fuel,Water in Fuel,6894.93
608,05-05-2022 05:10,Backhoe_Loader_1,Engine,Oil Pressure,18.91
609,05-05-2022 05:20,Backhoe_Loader_1,Engine,Temperature,781.06
610,05-05-2022 05:30,Excavator_1,Drive,Pedal Sensor,24.84
611,05-05-2022 05:40,Backhoe_Loader_1,Misc,System Voltage,60.85
612,05-05-2022 05:50,Excavator_1,Fuel,Fuel Pressure,121.83
613,05-05-2022 06:00,Dozer_1,Engine,Oil Pressure,105.78
614,05-05-2022 06:10,Excavator_1,Engine,Temperature,212.89
615,05-05-2022 06:20,Backhoe_Loader_1,Drive,Transmission Pressure,870.2
616,05-05-2022 06:30,Excavator_1,Drive,Pedal Sensor,14.24
617,05-05-2022 06:40,Excavator_1,Drive,Pedal Sensor,4.36
618,05-05-2022 06:50,Dozer_1,Engine,Speed,326.76
619,05-05-2022 07:00,Excavator_1,Drive,Transmission Pressure,308.73
620,05-05-2022 07:10,Excavator_1,Misc,System Voltage,58.77
621,05-05-2022 07:20,Excavator_1,Fuel,Water in Fuel,1581.01
622,05-05-2022 07:30,Excavator_1,Fuel,Temperature,244.4
623,05-05-2022 07:40,Articulated_Truck_1,Fuel,Water in Fuel,654.6
624,05-05-2022 07:50,Excavator_1,Fuel,Fuel Level,0.17
625,05-05-2022 08:00,Articulated_Truck_1,Misc,Hydraulic Pump Rate,199.04
626,05-05-2022 08:10,Dozer_1,Fuel,Water in Fuel,150.74
627,05-05-2022 08:20,Articulated_Truck_1,Engine,Oil Pressure,149.41
628,05-05-2022 08:30,Dozer_1,Fuel,Fuel Level,0.52
629,05-05-2022 08:40,Excavator_1,Misc,Hydraulic Pump Rate,208.76
630,05-05-2022 08:50,Excavator_1,Misc,Exhaust Gas Temperature,1742.7
631,05-05-2022 09:00,Articulated_Truck_1,Misc,System Voltage,48.99
632,05-05-2022 09:10,Excavator_1,Drive,Brake Control,2.79
633,05-05-2022 09:20,Backhoe_Loader_1,Drive,Pedal Sensor,28.04
634,05-05-2022 09:30,Articulated_Truck_1,Misc,Exhaust Gas Temperature,1051.09
635,05-05-2022 09:40,Backhoe_Loader_1,Engine,Speed,5800.92
636,05-05-2022 09:50,Backhoe_Loader_1,Engine,Speed,4874.36
637,05-05-2022 10:00,Backhoe_Loader_1,Fuel,Water in Fuel,4239.72
638,05-05-2022 10:10,Excavator_1,Drive,Brake Control,1.18
639,05-05-2022 10:20,Dozer_1,Engine,Speed,3342.37
640,05-05-2022 10:30,Backhoe_Loader_1,Drive,Transmission Pressure,1820.72
641,05-05-2022 10:40,Dozer_1,Misc,Hydraulic Pump Rate,200.4
642,05-05-2022 10:50,Backhoe_Loader_1,Fuel,Temperature,220.46
643,05-05-2022 11:00,Dozer_1,Fuel,Fuel Level,0.22
644,05-05-2022 11:10,Backhoe_Loader_1,Fuel,Fuel Pressure,111.5
645,05-05-2022 11:20,Dozer_1,Misc,Air Filter Pressure,30.68
646,05-05-2022 11:30,Dozer_1,Drive,Pedal Sensor,15.9
647,05-05-2022 11:40,Dozer_1,Misc,Air Filter Pressure,31.49
648,05-05-2022 11:50,Excavator_1,Drive,Pedal Sensor,14.66
649,05-05-2022 12:00,Backhoe_Loader_1,Drive,Brake Control,0.74
650,05-05-2022 12:10,Articulated_Truck_1,Fuel,Water in Fuel,333.81
651,05-05-2022 12:20,Articulated_Truck_1,Fuel,Temperature,154.18
652,05-05-2022 12:30,Articulated_Truck_1,Drive,Brake Control,1.93
653,05-05-2022 12:40,Articulated_Truck_1,Engine,Speed,3122.57
654,05-05-2022 12:50,Backhoe_Loader_1,Engine,Speed,2159.29
655,05-05-2022 13:00,Dozer_1,Drive,Pedal Sensor,25.65
656,05-05-2022 13:10,Dozer_1,Fuel,Temperature,254.26
657,05-05-2022 13:20,Excavator_1,Fuel,Fuel Pressure,5.18
658,05-05-2022 13:30,Articulated_Truck_1,Drive,Pedal Sensor,25.24
659,05-05-2022 13:40,Excavator_1,Fuel,Fuel Level,0.4
660,05-05-2022 13:50,Backhoe_Loader_1,Drive,Brake Control,2.47
661,05-05-2022 14:00,Backhoe_Loader_1,Drive,Pedal Sensor,14.89
662,05-05-2022 14:10,Articulated_Truck_1,Drive,Pedal Sensor,17.29
663,05-05-2022 14:20,Dozer_1,Engine,Speed,5811.28
664,05-05-2022 14:30,Backhoe_Loader_1,Misc,System Voltage,75.05
665,05-05-2022 14:40,Articulated_Truck_1,Fuel,Temperature,98.84
666,05-05-2022 14:50,Articulated_Truck_1,Misc,System Voltage,10.05
667,05-05-2022 15:00,Dozer_1,Misc,Exhaust Gas Temperature,1349.98
668,05-05-2022 15:10,Backhoe_Loader_1,Engine,Oil Pressure,46.96
669,05-05-2022 15:20,Excavator_1,Fuel,Temperature,331.14
670,05-05-2022 15:30,Dozer_1,Fuel,Temperature,244.25
671,05-05-2022 15:40,Backhoe_Loader_1,Fuel,Temperature,328.85
672,05-05-2022 15:50,Articulated_Truck_1,Engine,Speed,752.47
673,05-05-2022 16:00,Backhoe_Loader_1,Drive,Pedal Sensor,14.24
674,05-05-2022 16:10,Backhoe_Loader_1,Fuel,Water in Fuel,5559.78
675,05-05-2022 16:20,Articulated_Truck_1,Drive,Brake Control,1.16
676,05-05-2022 16:30,Articulated_Truck_1,Engine,Speed,3383.71
677,05-05-2022 16:40,Dozer_1,Engine,Oil Pressure,63.82
678,05-05-2022 16:50,Articulated_Truck_1,Engine,Oil Pressure,119.68
679,05-05-2022 17:00,Excavator_1,Engine,Oil Pressure,53.26
680,05-05-2022 17:10,Articulated_Truck_1,Engine,Oil Pressure,52.47
681,05-05-2022 17:20,Excavator_1,Engine,Oil Pressure,107.5
682,05-05-2022 17:30,Backhoe_Loader_1,Fuel,Water in Fuel,876.99
683,05-05-2022 17:40,Excavator_1,Fuel,Temperature,686.74
684,05-05-2022 17:50,Backhoe_Loader_1,Engine,Oil Pressure,19.52
685,05-05-2022 18:00,Articulated_Truck_1,Drive,Pedal Sensor,24.46
686,05-05-2022 18:10,Articulated_Truck_1,Drive,Brake Control,1.03
687,05-05-2022 18:20,Articulated_Truck_1,Engine,Temperature,728.84
688,05-05-2022 18:30,Articulated_Truck_1,Fuel,Water in Fuel,2099.71
689,05-05-2022 18:40,Articulated_Truck_1,Fuel,Fuel Level,2.7
690,05-05-2022 18:50,Articulated_Truck_1,Engine,Temperature,705.96
691,05-05-2022 19:00,Dozer_1,Drive,Transmission Pressure,1973.81
692,05-05-2022 19:10,Excavator_1,Engine,Temperature,687.12
693,05-05-2022 19:20,Excavator_1,Engine,Oil Pressure,114.99
694,05-05-2022 19:30,Articulated_Truck_1,Drive,Pedal Sensor,11.16
695,05-05-2022 19:40,Articulated_Truck_1,Misc,Exhaust Gas Temperature,523.29
696,05-05-2022 19:50,Backhoe_Loader_1,Engine,Temperature,272.49
697,05-05-2022 20:00,Backhoe_Loader_1,Drive,Pedal Sensor,27.94
698,05-05-2022 20:10,Dozer_1,Drive,Pedal Sensor,15.59
699,05-05-2022 20:20,Excavator_1,Fuel,Fuel Level,0.25
700,05-05-2022 20:30,Dozer_1,Misc,Hydraulic Pump Rate,304.08
701,05-05-2022 20:40,Excavator_1,Drive,Pedal Sensor,7.82
702,05-05-2022 20:50,Excavator_1,Drive,Brake Control,2.85
703,05-05-2022 21:00,Backhoe_Loader_1,Engine,Temperature,727.26
704,05-05-2022 21:10,Excavator_1,Drive,Transmission Pressure,1452.66
705,05-05-2022 21:20,Backhoe_Loader_1,Drive,Transmission Pressure,602.7
706,05-05-2022 21:30,Excavator_1,Drive,Brake Control,2.61
707,05-05-2022 21:40,Dozer_1,Drive,Brake Control,2.55
708,05-05-2022 21:50,Excavator_1,Misc,Air Filter Pressure,35.01
709,05-05-2022 22:00,Backhoe_Loader_1,Misc,System Voltage,92.0
710,05-05-2022 22:10,Articulated_Truck_1,Drive,Pedal Sensor,24.83
711,05-05-2022 22:20,Articulated_Truck_1,Engine,Temperature,65.39
712,05-05-2022 22:30,Dozer_1,Misc,Exhaust Gas Temperature,1848.83
713,05-05-2022 22:40,Articulated_Truck_1,Drive,Pedal Sensor,10.79
714,05-05-2022 22:50,Excavator_1,Engine,Temperature,404.62
715,05-05-2022 23:00,Articulated_Truck_1,Engine,Oil Pressure,51.09
716,05-05-2022 23:10,Articulated_Truck_1,Drive,Brake Control,1.15
717,05-05-2022 23:20,Articulated_Truck_1,Drive,Brake Control,0.12
718,05-05-2022 23:30,Excavator_1,Fuel,Temperature,753.31
719,05-05-2022 23:40,Articulated_Truck_1,Engine,Oil Pressure,17.04
720,05-05-2022 23:50,Backhoe_Loader_1,Fuel,Temperature,755.1
721,06-05-2022 00:00,Articulated_Truck_1,Drive,Pedal Sensor,14.63
722,06-05-2022 00:10,Dozer_1,Fuel,Temperature,773.45
723,06-05-2022 00:20,Excavator_1,Fuel,Fuel Pressure,65.45
