Id,Time,Machine,Component,Parameter,Value
361,03-05-2022 12:00,Backhoe_Loader_1,Engine,Temparature,275.37
362,03-05-2022 12:10,Excavator_1,Misc,System Voltage,50.25
363,03-05-2022 12:20,Excavator_1,Fuel,Temparature,712.72
364,03-05-2022 12:30,Articulated_Truck_1,Engine,Temparature,528.33
365,03-05-2022 12:40,Articulated_Truck_1,Fuel,Temparature,660.65
366,03-05-2022 12:50,Excavator_1,Fuel,Temparature,659.54
367,03-05-2022 13:00,Dozer_1,Fuel,Fuel Pressure,102.04
368,03-05-2022 13:10,Dozer_1,Fuel,Water in Fuel,43.95
369,03-05-2022 13:20,Dozer_1,Misc,System Voltage,86.07
370,03-05-2022 13:30,Articulated_Truck_1,Fuel,Water in Fuel,1004.73
371,03-05-2022 13:40,Dozer_1,Misc,Exhaust Gas Temparature,1562.94
372,03-05-2022 13:50,Articulated_Truck_1,Fuel,Fuel Pressure,30.45
373,03-05-2022 14:00,Excavator_1,Fuel,Temparature,127.22
374,03-05-2022 14:10,Excavator_1,Misc,Exhaust Gas Temparature,1514.84
375,03-05-2022 14:20,Dozer_1,Fuel,Fuel Pressure,8.56
376,03-05-2022 14:30,Excavator_1,Drive,Pedal Sensor,25.45
377,03-05-2022 14:40,Dozer_1,Drive,Pedal Sensor,25.31
378,03-05-2022 14:50,Dozer_1,Engine,Temparature,336.15
379,03-05-2022 15:00,Excavator_1,Drive,Brake Control,1.96
380,03-05-2022 15:10,Excavator_1,Fuel,Fuel Pressure,149.63
381,03-05-2022 15:20,Dozer_1,Drive,Transmission Pressure,432.32
382,03-05-2022 15:30,Articulated_Truck_1,Drive,Transmission Pressure,1696.19
383,03-05-2022 15:40,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,289.59
384,03-05-2022 15:50,Articulated_Truck_1,Misc,System Voltage,93.4
385,03-05-2022 16:00,Excavator_1,Engine,Temparature,687.76
386,03-05-2022 16:10,Articulated_Truck_1,Drive,Pedal Sensor,13.89
387,03-05-2022 16:20,Articulated_Truck_1,Fuel,Temparature,612.34
388,03-05-2022 16:30,Dozer_1,Engine,Speed,1690.88
389,03-05-2022 16:40,Backhoe_Loader_1,Fuel,Temparature,773.11
390,03-05-2022 16:50,Articulated_Truck_1,Engine,Temparature,80.99
391,03-05-2022 17:00,Dozer_1,Fuel,Fuel Pressure,12.01
392,03-05-2022 17:10,Articulated_Truck_1,Engine,Oil Pressure,35.58
393,03-05-2022 17:20,Dozer_1,Engine,Temparature,626.32
394,03-05-2022 17:30,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,212.51
395,03-05-2022 17:40,Dozer_1,Misc,Air Filter Pressure,15.9
396,03-05-2022 17:50,Backhoe_Loader_1,Engine,Temparature,441.4
397,03-05-2022 18:00,Dozer_1,Drive,Pedal Sensor,10.75
398,03-05-2022 18:10,Excavator_1,Drive,Pedal Sensor,27.27
399,03-05-2022 18:20,Backhoe_Loader_1,Engine,Speed,737.68
400,03-05-2022 18:30,Excavator_1,Engine,Temparature,41.06
401,03-05-2022 18:40,Dozer_1,Drive,Brake Control,0.35
402,03-05-2022 18:50,Dozer_1,Engine,Temparature,512.2
403,03-05-2022 19:00,Articulated_Truck_1,Misc,Air Filter Pressure,19.71
404,03-05-2022 19:10,Dozer_1,Engine,Temparature,341.12
405,03-05-2022 19:20,Articulated_Truck_1,Engine,Speed,2348.24
406,03-05-2022 19:30,Articulated_Truck_1,Engine,Speed,5509.09
407,03-05-2022 19:40,Dozer_1,Engine,Oil Pressure,109.66
408,03-05-2022 19:50,Excavator_1,Misc,Exhaust Gas Temparature,225.83
409,03-05-2022 20:00,Backhoe_Loader_1,Fuel,Temparature,385.36
410,03-05-2022 20:10,Excavator_1,Engine,Temparature,336.34
411,03-05-2022 20:20,Backhoe_Loader_1,Drive,Brake Control,0.64
412,03-05-2022 20:30,Backhoe_Loader_1,Drive,Brake Control,0.18
413,03-05-2022 20:40,Dozer_1,Engine,Temparature,302.13
414,03-05-2022 20:50,Dozer_1,Drive,Brake Control,2.83
415,03-05-2022 21:00,Articulated_Truck_1,Misc,Air Filter Pressure,23.63
416,03-05-2022 21:10,Articulated_Truck_1,Fuel,Water in Fuel,1268.0
417,03-05-2022 21:20,Dozer_1,Drive,Transmission Pressure,1651.81
418,03-05-2022 21:30,Dozer_1,Misc,Exhaust Gas Temparature,1588.42
419,03-05-2022 21:40,Excavator_1,Drive,Brake Control,3.61
420,03-05-2022 21:50,Backhoe_Loader_1,Fuel,Fuel Pressure,55.75
421,03-05-2022 22:00,Excavator_1,Fuel,Temparature,136.81
422,03-05-2022 22:10,Excavator_1,Misc,Hydraulic Pump Rate,327.81
423,03-05-2022 22:20,Backhoe_Loader_1,Drive,Pedal Sensor,7.31
424,03-05-2022 22:30,Dozer_1,Misc,Air Filter Pressure,35.3
425,03-05-2022 22:40,Excavator_1,Engine,Temparature,515.38
426,03-05-2022 22:50,Articulated_Truck_1,Drive,Brake Control,2.46
427,03-05-2022 23:00,Backhoe_Loader_1,Fuel,Fuel Level,0.99
428,03-05-2022 23:10,Backhoe_Loader_1,Misc,System Voltage,45.22
429,03-05-2022 23:20,Backhoe_Loader_1,Misc,Air Filter Pressure,12.13
430,03-05-2022 23:30,Articulated_Truck_1,Misc,Exhaust Gas Temparature,700.45
431,03-05-2022 23:40,Backhoe_Loader_1,Fuel,Fuel Level,0.55
432,03-05-2022 23:50,Excavator_1,Drive,Brake Control,0.42
433,04-05-2022 00:00,Articulated_Truck_1,Misc,Hydraulic Pump Rate,277.8
434,04-05-2022 00:10,Backhoe_Loader_1,Misc,System Voltage,7.14
435,04-05-2022 00:20,Excavator_1,Engine,Temparature,529.56
436,04-05-2022 00:30,Articulated_Truck_1,Engine,Oil Pressure,72.59
437,04-05-2022 00:40,Excavator_1,Drive,Pedal Sensor,11.0
438,04-05-2022 00:50,Dozer_1,Misc,System Voltage,87.91
439,04-05-2022 01:00,Dozer_1,Drive,Transmission Pressure,300.34
440,04-05-2022 01:10,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,307.04
441,04-05-2022 01:20,Articulated_Truck_1,Misc,Hydraulic Pump Rate,436.03
442,04-05-2022 01:30,Articulated_Truck_1,Fuel,Water in Fuel,2207.55
443,04-05-2022 01:40,Articulated_Truck_1,Drive,Transmission Pressure,199.05
444,04-05-2022 01:50,Excavator_1,Engine,Speed,2403.77
445,04-05-2022 02:00,Excavator_1,Engine,Temparature,786.86
446,04-05-2022 02:10,Backhoe_Loader_1,Drive,Transmission Pressure,1068.9
447,04-05-2022 02:20,Backhoe_Loader_1,Engine,Speed,675.78
448,04-05-2022 02:30,Backhoe_Loader_1,Engine,Speed,3992.8
449,04-05-2022 02:40,Dozer_1,Fuel,Fuel Level,3.03
450,04-05-2022 02:50,Articulated_Truck_1,Misc,Exhaust Gas Temparature,737.3
451,04-05-2022 03:00,Dozer_1,Engine,Speed,1476.87
452,04-05-2022 03:10,Backhoe_Loader_1,Fuel,Water in Fuel,1834.44
453,04-05-2022 03:20,Backhoe_Loader_1,Engine,Speed,4337.21
454,04-05-2022 03:30,Dozer_1,Drive,Brake Control,1.04
455,04-05-2022 03:40,Articulated_Truck_1,Engine,Temparature,765.48
456,04-05-2022 03:50,Dozer_1,Drive,Transmission Pressure,351.97
457,04-05-2022 04:00,Excavator_1,Engine,Speed,51.79
458,04-05-2022 04:10,Dozer_1,Misc,System Voltage,4.64
459,04-05-2022 04:20,Dozer_1,Engine,Speed,4098.46
460,04-05-2022 04:30,Excavator_1,Misc,System Voltage,41.29
461,04-05-2022 04:40,Backhoe_Loader_1,Fuel,Fuel Level,3.49
462,04-05-2022 04:50,Backhoe_Loader_1,Engine,Temparature,297.26
463,04-05-2022 05:00,Excavator_1,Fuel,Fuel Level,3.4
464,04-05-2022 05:10,Articulated_Truck_1,Engine,Temparature,487.92
465,04-05-2022 05:20,Dozer_1,Misc,Exhaust Gas Temparature,173.48
466,04-05-2022 05:30,Excavator_1,Fuel,Water in Fuel,3587.06
467,04-05-2022 05:40,Excavator_1,Misc,System Voltage,78.39
468,04-05-2022 05:50,Articulated_Truck_1,Engine,Oil Pressure,47.11
469,04-05-2022 06:00,Articulated_Truck_1,Engine,Temparature,349.65
470,04-05-2022 06:10,Backhoe_Loader_1,Engine,Speed,2332.45
471,04-05-2022 06:20,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1297.77
472,04-05-2022 06:30,Dozer_1,Drive,Brake Control,1.58
473,04-05-2022 06:40,Dozer_1,Engine,Oil Pressure,114.03
474,04-05-2022 06:50,Excavator_1,Misc,Hydraulic Pump Rate,352.89
475,04-05-2022 07:00,Excavator_1,Misc,System Voltage,21.24
476,04-05-2022 07:10,Articulated_Truck_1,Misc,System Voltage,8.08
477,04-05-2022 07:20,Articulated_Truck_1,Misc,System Voltage,81.44
478,04-05-2022 07:30,Backhoe_Loader_1,Fuel,Fuel Level,1.14
479,04-05-2022 07:40,Dozer_1,Engine,Speed,1153.63
480,04-05-2022 07:50,Backhoe_Loader_1,Engine,Speed,5656.93
481,04-05-2022 08:00,Dozer_1,Drive,Pedal Sensor,2.54
482,04-05-2022 08:10,Dozer_1,Engine,Speed,5618.01
483,04-05-2022 08:20,Excavator_1,Misc,Air Filter Pressure,23.21
484,04-05-2022 08:30,Articulated_Truck_1,Drive,Transmission Pressure,1671.32
485,04-05-2022 08:40,Excavator_1,Misc,System Voltage,5.98
486,04-05-2022 08:50,Dozer_1,Drive,Transmission Pressure,602.28
487,04-05-2022 09:00,Dozer_1,Engine,Oil Pressure,14.82
488,04-05-2022 09:10,Excavator_1,Drive,Transmission Pressure,224.78
489,04-05-2022 09:20,Dozer_1,Engine,Oil Pressure,108.52
490,04-05-2022 09:30,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,339.77
491,04-05-2022 09:40,Excavator_1,Misc,Hydraulic Pump Rate,180.81
492,04-05-2022 09:50,Articulated_Truck_1,Fuel,Temparature,602.55
493,04-05-2022 10:00,Excavator_1,Fuel,Fuel Level,2.66
494,04-05-2022 10:10,Articulated_Truck_1,Engine,Temparature,768.12
495,04-05-2022 10:20,Articulated_Truck_1,Drive,Transmission Pressure,1274.77
496,04-05-2022 10:30,Dozer_1,Engine,Oil Pressure,54.78
497,04-05-2022 10:40,Backhoe_Loader_1,Fuel,Water in Fuel,2897.9
498,04-05-2022 10:50,Articulated_Truck_1,Misc,Air Filter Pressure,1.14
499,04-05-2022 11:00,Articulated_Truck_1,Fuel,Fuel Pressure,77.1
500,04-05-2022 11:10,Dozer_1,Fuel,Fuel Pressure,50.76
501,04-05-2022 11:20,Articulated_Truck_1,Fuel,Fuel Pressure,54.03
502,04-05-2022 11:30,Excavator_1,Engine,Speed,4979.8
503,04-05-2022 11:40,Backhoe_Loader_1,Drive,Brake Control,3.32
504,04-05-2022 11:50,Articulated_Truck_1,Drive,Brake Control,1.03
505,04-05-2022 12:00,Excavator_1,Drive,Brake Control,2.34
506,04-05-2022 12:10,Backhoe_Loader_1,Misc,Air Filter Pressure,2.11
507,04-05-2022 12:20,Excavator_1,Drive,Brake Control,1.84
508,04-05-2022 12:30,Backhoe_Loader_1,Fuel,Temparature,496.29
509,04-05-2022 12:40,Backhoe_Loader_1,Fuel,Fuel Level,3.93
510,04-05-2022 12:50,Articulated_Truck_1,Misc,Exhaust Gas Temparature,1786.24
511,04-05-2022 13:00,Excavator_1,Fuel,Fuel Pressure,134.75
512,04-05-2022 13:10,Excavator_1,Misc,Hydraulic Pump Rate,390.76
513,04-05-2022 13:20,Articulated_Truck_1,Drive,Brake Control,1.76
514,04-05-2022 13:30,Articulated_Truck_1,Drive,Transmission Pressure,1746.05
515,04-05-2022 13:40,Articulated_Truck_1,Fuel,Fuel Level,0.99
516,04-05-2022 13:50,Backhoe_Loader_1,Fuel,Fuel Pressure,6.98
517,04-05-2022 14:00,Dozer_1,Fuel,Water in Fuel,1948.14
518,04-05-2022 14:10,Dozer_1,Fuel,Water in Fuel,5466.61
519,04-05-2022 14:20,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,77.24
520,04-05-2022 14:30,Excavator_1,Engine,Temparature,451.57
521,04-05-2022 14:40,Dozer_1,Misc,System Voltage,7.5
522,04-05-2022 14:50,Articulated_Truck_1,Drive,Transmission Pressure,421.25
523,04-05-2022 15:00,Excavator_1,Drive,Pedal Sensor,19.98
524,04-05-2022 15:10,Articulated_Truck_1,Fuel,Water in Fuel,4193.03
525,04-05-2022 15:20,Excavator_1,Drive,Pedal Sensor,28.87
526,04-05-2022 15:30,Backhoe_Loader_1,Drive,Pedal Sensor,16.53
527,04-05-2022 15:40,Dozer_1,Drive,Transmission Pressure,632.65
528,04-05-2022 15:50,Excavator_1,Fuel,Water in Fuel,244.07
529,04-05-2022 16:00,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,401.72
530,04-05-2022 16:10,Dozer_1,Fuel,Temparature,591.87
531,04-05-2022 16:20,Dozer_1,Fuel,Fuel Level,4.66
532,04-05-2022 16:30,Dozer_1,Misc,Exhaust Gas Temparature,1090.1
533,04-05-2022 16:40,Articulated_Truck_1,Engine,Speed,2792.23
534,04-05-2022 16:50,Excavator_1,Misc,Hydraulic Pump Rate,445.58
535,04-05-2022 17:00,Articulated_Truck_1,Drive,Transmission Pressure,325.77
536,04-05-2022 17:10,Excavator_1,Engine,Speed,977.87
537,04-05-2022 17:20,Dozer_1,Fuel,Temparature,64.52
538,04-05-2022 17:30,Backhoe_Loader_1,Misc,Air Filter Pressure,32.25
539,04-05-2022 17:40,Articulated_Truck_1,Fuel,Fuel Pressure,9.2
540,04-05-2022 17:50,Excavator_1,Misc,System Voltage,4.4
541,04-05-2022 18:00,Excavator_1,Drive,Brake Control,3.22
542,04-05-2022 18:10,Backhoe_Loader_1,Engine,Temparature,714.32
543,04-05-2022 18:20,Articulated_Truck_1,Drive,Pedal Sensor,20.64
544,04-05-2022 18:30,Articulated_Truck_1,Fuel,Water in Fuel,1606.99
545,04-05-2022 18:40,Dozer_1,Fuel,Fuel Level,1.04
546,04-05-2022 18:50,Articulated_Truck_1,Fuel,Water in Fuel,3189.39
547,04-05-2022 19:00,Excavator_1,Drive,Brake Control,2.32
548,04-05-2022 19:10,Excavator_1,Fuel,Fuel Pressure,142.91
549,04-05-2022 19:20,Excavator_1,Engine,Temparature,316.43
550,04-05-2022 19:30,Articulated_Truck_1,Misc,Hydraulic Pump Rate,389.48
551,04-05-2022 19:40,Dozer_1,Fuel,Water in Fuel,1881.88
552,04-05-2022 19:50,Articulated_Truck_1,Drive,Brake Control,2.21
553,04-05-2022 20:00,Excavator_1,Drive,Pedal Sensor,15.94
554,04-05-2022 20:10,Excavator_1,Drive,Brake Control,3.05
555,04-05-2022 20:20,Articulated_Truck_1,Fuel,Fuel Level,4.15
556,04-05-2022 20:30,Dozer_1,Misc,Exhaust Gas Temparature,1439.07
557,04-05-2022 20:40,Dozer_1,Engine,Temparature,774.13
558,04-05-2022 20:50,Excavator_1,Misc,Exhaust Gas Temparature,1040.79
559,04-05-2022 21:00,Articulated_Truck_1,Fuel,Temparature,90.61
560,04-05-2022 21:10,Articulated_Truck_1,Engine,Speed,2854.47
561,04-05-2022 21:20,Backhoe_Loader_1,Fuel,Fuel Pressure,83.77
562,04-05-2022 21:30,Dozer_1,Engine,Oil Pressure,92.46
563,04-05-2022 21:40,Dozer_1,Misc,Hydraulic Pump Rate,402.44
564,04-05-2022 21:50,Dozer_1,Misc,Exhaust Gas Temparature,1214.68
565,04-05-2022 22:00,Backhoe_Loader_1,Engine,Temparature,696.34
566,04-05-2022 22:10,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1404.38
567,04-05-2022 22:20,Articulated_Truck_1,Drive,Brake Control,1.82
568,04-05-2022 22:30,Backhoe_Loader_1,Engine,Temparature,325.35
569,04-05-2022 22:40,Backhoe_Loader_1,Fuel,Temparature,750.06
570,04-05-2022 22:50,Dozer_1,Fuel,Fuel Pressure,6.85
571,04-05-2022 23:00,Articulated_Truck_1,Misc,Air Filter Pressure,37.97
572,04-05-2022 23:10,Backhoe_Loader_1,Drive,Transmission Pressure,1890.44
573,04-05-2022 23:20,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,403.43
574,04-05-2022 23:30,Articulated_Truck_1,Misc,Hydraulic Pump Rate,138.24
575,04-05-2022 23:40,Backhoe_Loader_1,Engine,Speed,1781.5
576,04-05-2022 23:50,Backhoe_Loader_1,Drive,Pedal Sensor,27.26
577,05-05-2022 00:00,Articulated_Truck_1,Engine,Temparature,584.41
578,05-05-2022 00:10,Backhoe_Loader_1,Misc,Air Filter Pressure,5.95
579,05-05-2022 00:20,Articulated_Truck_1,Fuel,Temparature,368.63
580,05-05-2022 00:30,Backhoe_Loader_1,Fuel,Fuel Pressure,77.94
581,05-05-2022 00:40,Articulated_Truck_1,Drive,Transmission Pressure,644.12
582,05-05-2022 00:50,Dozer_1,Engine,Speed,3673.04
583,05-05-2022 01:00,Dozer_1,Misc,Hydraulic Pump Rate,288.92
584,05-05-2022 01:10,Dozer_1,Fuel,Temparature,448.56
585,05-05-2022 01:20,Articulated_Truck_1,Drive,Brake Control,0.16
586,05-05-2022 01:30,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,1539.89
587,05-05-2022 01:40,Excavator_1,Misc,Hydraulic Pump Rate,139.39
588,05-05-2022 01:50,Backhoe_Loader_1,Misc,System Voltage,38.21
589,05-05-2022 02:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,574.85
590,05-05-2022 02:10,Dozer_1,Engine,Oil Pressure,74.48
591,05-05-2022 02:20,Articulated_Truck_1,Engine,Speed,672.01
592,05-05-2022 02:30,Backhoe_Loader_1,Drive,Transmission Pressure,828.63
593,05-05-2022 02:40,Dozer_1,Misc,Exhaust Gas Temparature,1712.95
594,05-05-2022 02:50,Backhoe_Loader_1,Drive,Transmission Pressure,560.43
595,05-05-2022 03:00,Articulated_Truck_1,Engine,Temparature,92.34
596,05-05-2022 03:10,Dozer_1,Drive,Brake Control,3.2
597,05-05-2022 03:20,Excavator_1,Engine,Temparature,292.68
598,05-05-2022 03:30,Backhoe_Loader_1,Fuel,Water in Fuel,4895.52
599,05-05-2022 03:40,Excavator_1,Misc,Hydraulic Pump Rate,252.98
600,05-05-2022 03:50,Articulated_Truck_1,Misc,Hydraulic Pump Rate,428.24
601,05-05-2022 04:00,Excavator_1,Drive,Pedal Sensor,1.33
602,05-05-2022 04:10,Excavator_1,Drive,Brake Control,1.61
603,05-05-2022 04:20,Dozer_1,Engine,Speed,1511.6
604,05-05-2022 04:30,Articulated_Truck_1,Engine,Oil Pressure,149.14
605,05-05-2022 04:40,Backhoe_Loader_1,Fuel,Fuel Pressure,109.56
606,05-05-2022 04:50,Dozer_1,Misc,Air Filter Pressure,0.01
607,05-05-2022 05:00,Articulated_Truck_1,Engine,Temparature,690.5
608,05-05-2022 05:10,Dozer_1,Engine,Speed,2295.55
609,05-05-2022 05:20,Articulated_Truck_1,Drive,Brake Control,0.79
610,05-05-2022 05:30,Articulated_Truck_1,Fuel,Water in Fuel,6929.16
611,05-05-2022 05:40,Excavator_1,Drive,Brake Control,3.54
612,05-05-2022 05:50,Backhoe_Loader_1,Fuel,Fuel Level,3.33
613,05-05-2022 06:00,Articulated_Truck_1,Misc,System Voltage,14.26
614,05-05-2022 06:10,Backhoe_Loader_1,Fuel,Fuel Pressure,43.15
615,05-05-2022 06:20,Dozer_1,Fuel,Temparature,450.84
616,05-05-2022 06:30,Backhoe_Loader_1,Drive,Brake Control,3.67
617,05-05-2022 06:40,Dozer_1,Misc,Exhaust Gas Temparature,1676.9
618,05-05-2022 06:50,Dozer_1,Fuel,Temparature,558.89
619,05-05-2022 07:00,Backhoe_Loader_1,Engine,Speed,5110.9
620,05-05-2022 07:10,Excavator_1,Fuel,Fuel Pressure,172.73
621,05-05-2022 07:20,Dozer_1,Drive,Brake Control,3.15
622,05-05-2022 07:30,Backhoe_Loader_1,Misc,Air Filter Pressure,13.71
623,05-05-2022 07:40,Excavator_1,Engine,Speed,4534.04
624,05-05-2022 07:50,Dozer_1,Misc,Air Filter Pressure,6.03
625,05-05-2022 08:00,Excavator_1,Fuel,Water in Fuel,4611.54
626,05-05-2022 08:10,Backhoe_Loader_1,Engine,Speed,3288.71
627,05-05-2022 08:20,Excavator_1,Engine,Speed,3355.41
628,05-05-2022 08:30,Dozer_1,Engine,Oil Pressure,18.74
629,05-05-2022 08:40,Excavator_1,Misc,Exhaust Gas Temparature,857.75
630,05-05-2022 08:50,Backhoe_Loader_1,Engine,Temparature,622.33
631,05-05-2022 09:00,Excavator_1,Drive,Transmission Pressure,1706.81
632,05-05-2022 09:10,Excavator_1,Engine,Temparature,95.33
633,05-05-2022 09:20,Excavator_1,Engine,Speed,2044.99
634,05-05-2022 09:30,Backhoe_Loader_1,Drive,Pedal Sensor,11.51
635,05-05-2022 09:40,Articulated_Truck_1,Fuel,Fuel Level,1.39
636,05-05-2022 09:50,Excavator_1,Drive,Pedal Sensor,1.16
637,05-05-2022 10:00,Backhoe_Loader_1,Engine,Oil Pressure,97.69
638,05-05-2022 10:10,Articulated_Truck_1,Drive,Transmission Pressure,707.53
639,05-05-2022 10:20,Dozer_1,Drive,Brake Control,3.51
640,05-05-2022 10:30,Excavator_1,Drive,Brake Control,0.6
641,05-05-2022 10:40,Backhoe_Loader_1,Engine,Oil Pressure,39.67
642,05-05-2022 10:50,Excavator_1,Drive,Brake Control,0.5
643,05-05-2022 11:00,Articulated_Truck_1,Fuel,Fuel Level,4.64
644,05-05-2022 11:10,Dozer_1,Fuel,Fuel Level,2.4
645,05-05-2022 11:20,Excavator_1,Engine,Temparature,219.68
646,05-05-2022 11:30,Backhoe_Loader_1,Fuel,Temparature,779.89
647,05-05-2022 11:40,Excavator_1,Drive,Brake Control,2.26
648,05-05-2022 11:50,Dozer_1,Engine,Oil Pressure,49.3
649,05-05-2022 12:00,Articulated_Truck_1,Engine,Oil Pressure,84.4
650,05-05-2022 12:10,Articulated_Truck_1,Fuel,Water in Fuel,409.74
651,05-05-2022 12:20,Articulated_Truck_1,Fuel,Fuel Pressure,80.35
652,05-05-2022 12:30,Excavator_1,Engine,Oil Pressure,141.04
653,05-05-2022 12:40,Backhoe_Loader_1,Engine,Speed,2833.99
654,05-05-2022 12:50,Backhoe_Loader_1,Engine,Speed,3830.87
655,05-05-2022 13:00,Backhoe_Loader_1,Drive,Transmission Pressure,110.59
656,05-05-2022 13:10,Dozer_1,Fuel,Temparature,413.42
657,05-05-2022 13:20,Dozer_1,Misc,Hydraulic Pump Rate,136.53
658,05-05-2022 13:30,Excavator_1,Fuel,Fuel Pressure,23.97
659,05-05-2022 13:40,Backhoe_Loader_1,Engine,Temparature,340.51
660,05-05-2022 13:50,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,223.0
661,05-05-2022 14:00,Dozer_1,Fuel,Water in Fuel,3621.19
662,05-05-2022 14:10,Backhoe_Loader_1,Engine,Temparature,48.75
663,05-05-2022 14:20,Articulated_Truck_1,Fuel,Water in Fuel,2406.06
664,05-05-2022 14:30,Articulated_Truck_1,Drive,Transmission Pressure,1364.52
665,05-05-2022 14:40,Backhoe_Loader_1,Engine,Speed,5806.09
666,05-05-2022 14:50,Articulated_Truck_1,Misc,Air Filter Pressure,27.33
667,05-05-2022 15:00,Excavator_1,Fuel,Fuel Level,4.36
668,05-05-2022 15:10,Articulated_Truck_1,Misc,Exhaust Gas Temparature,196.16
669,05-05-2022 15:20,Excavator_1,Fuel,Temparature,579.05
670,05-05-2022 15:30,Backhoe_Loader_1,Drive,Pedal Sensor,27.41
671,05-05-2022 15:40,Articulated_Truck_1,Engine,Temparature,46.13
672,05-05-2022 15:50,Articulated_Truck_1,Misc,Air Filter Pressure,20.51
673,05-05-2022 16:00,Excavator_1,Engine,Speed,5774.53
674,05-05-2022 16:10,Backhoe_Loader_1,Drive,Transmission Pressure,946.49
675,05-05-2022 16:20,Backhoe_Loader_1,Misc,Air Filter Pressure,2.74
676,05-05-2022 16:30,Excavator_1,Engine,Oil Pressure,15.71
677,05-05-2022 16:40,Excavator_1,Fuel,Water in Fuel,3513.04
678,05-05-2022 16:50,Dozer_1,Misc,Air Filter Pressure,6.14
679,05-05-2022 17:00,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,191.96
680,05-05-2022 17:10,Excavator_1,Fuel,Fuel Pressure,93.75
681,05-05-2022 17:20,Backhoe_Loader_1,Engine,Oil Pressure,141.49
682,05-05-2022 17:30,Excavator_1,Fuel,Temparature,540.1
683,05-05-2022 17:40,Articulated_Truck_1,Misc,System Voltage,81.62
684,05-05-2022 17:50,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,930.15
685,05-05-2022 18:00,Excavator_1,Engine,Temparature,18.96
686,05-05-2022 18:10,Excavator_1,Misc,System Voltage,89.51
687,05-05-2022 18:20,Backhoe_Loader_1,Misc,Air Filter Pressure,6.36
688,05-05-2022 18:30,Excavator_1,Misc,System Voltage,86.74
689,05-05-2022 18:40,Dozer_1,Misc,Hydraulic Pump Rate,203.94
690,05-05-2022 18:50,Backhoe_Loader_1,Misc,System Voltage,74.94
691,05-05-2022 19:00,Backhoe_Loader_1,Fuel,Temparature,265.7
692,05-05-2022 19:10,Dozer_1,Misc,Air Filter Pressure,13.06
693,05-05-2022 19:20,Excavator_1,Drive,Brake Control,1.14
694,05-05-2022 19:30,Articulated_Truck_1,Engine,Temparature,201.26
695,05-05-2022 19:40,Dozer_1,Fuel,Water in Fuel,5233.18
696,05-05-2022 19:50,Excavator_1,Misc,Air Filter Pressure,23.53
697,05-05-2022 20:00,Articulated_Truck_1,Engine,Oil Pressure,37.85
698,05-05-2022 20:10,Excavator_1,Engine,Temparature,565.63
699,05-05-2022 20:20,Backhoe_Loader_1,Drive,Transmission Pressure,397.92
700,05-05-2022 20:30,Backhoe_Loader_1,Misc,Air Filter Pressure,32.12
701,05-05-2022 20:40,Dozer_1,Engine,Speed,6221.22
702,05-05-2022 20:50,Articulated_Truck_1,Drive,Transmission Pressure,1914.94
703,05-05-2022 21:00,Backhoe_Loader_1,Misc,System Voltage,4.75
704,05-05-2022 21:10,Dozer_1,Fuel,Fuel Pressure,192.8
705,05-05-2022 21:20,Articulated_Truck_1,Drive,Pedal Sensor,24.23
706,05-05-2022 21:30,Articulated_Truck_1,Drive,Pedal Sensor,24.62
707,05-05-2022 21:40,Backhoe_Loader_1,Engine,Temparature,245.8
708,05-05-2022 21:50,Articulated_Truck_1,Fuel,Water in Fuel,3105.43
709,05-05-2022 22:00,Excavator_1,Drive,Transmission Pressure,82.46
710,05-05-2022 22:10,Dozer_1,Engine,Temparature,436.95
711,05-05-2022 22:20,Articulated_Truck_1,Fuel,Water in Fuel,154.63
712,05-05-2022 22:30,Articulated_Truck_1,Engine,Oil Pressure,131.58
713,05-05-2022 22:40,Articulated_Truck_1,Drive,Brake Control,1.88
714,05-05-2022 22:50,Dozer_1,Engine,Speed,1215.04
715,05-05-2022 23:00,Articulated_Truck_1,Engine,Speed,289.33
716,05-05-2022 23:10,Dozer_1,Fuel,Temparature,414.73
717,05-05-2022 23:20,Dozer_1,Engine,Temparature,55.53
718,05-05-2022 23:30,Dozer_1,Misc,System Voltage,46.21
719,05-05-2022 23:40,Backhoe_Loader_1,Drive,Transmission Pressure,879.85
720,05-05-2022 23:50,Backhoe_Loader_1,Engine,Speed,5647.41
721,06-05-2022 00:00,Articulated_Truck_1,Fuel,Water in Fuel,5762.26
722,06-05-2022 00:10,Dozer_1,Engine,Oil Pressure,15.81
723,06-05-2022 00:20,Backhoe_Loader_1,Drive,Brake Control,2.24
724,06-05-2022 00:30,Articulated_Truck_1,Misc,Hydraulic Pump Rate,310.7
